X;Y;region;departement;commune;site;start;end;period;theme;type
516655;6285471;Midi-Pyrénées;Gers;Marsan;Lasserre;2008-01-08;2008-06-13;#Moyen Âge;;fouille
273300;6835474;Bretagne;Côtes-d'Armor;Ploufragan;Une villa gallo-romaine à Ploufragan;2008-03-31;2008-06-13;#Antiquité;;fouille
434594;6272369;Aquitaine;Pyrénées-Atlantiques;Claracq;Chemin des Thuyas;2008-04-21;2008-06-13;#Protohistoire;#Cultes et pratiques funéraires;fouille
927585;6500518;Rhône-Alpes;Savoie;Chambéry;Place Henri-Dunant, Quartier des Halles;2008-04-14;2008-06-26;#Moyen Âge#Moderne, Contemporain;#Arts, biens de prestige#Échange et transport#Habitats, architecture, édifices;fouille
430368;6268290;Aquitaine;Pyrénées-Atlantiques;Auriac;Duclos;2008-04-02;2008-06-27;#Paléolithique, Mésolithique#Antiquité;#Industrie, artisanat;fouille
721018,833;6525145,968;Auvergne;Puy-de-Dôme;Les Martres-d'Artière;Champ Chalatras;2008-02-06;2008-07-04;#Néolithique#Protohistoire#Antiquité;;fouille
602310;6834400;Centre;Eure-et-Loir;Épernon;Quartier Savonnière, tranche 2;2008-03-25;2008-07-18;#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
882500;6550113;Rhône-Alpes;Ain;Saint-Jean-le-Vieux;Les Colombiers chemin rural;2008-03-10;2008-07-28;#Néolithique#Antiquité;;fouille
832626;6539449;Rhône-Alpes;Rhône;Anse;La Citadelle;2008-01-14;2008-07-31;#Antiquité;#Échange et transport#Habitats, architecture, édifices;fouille
646728;6859375;Ile-de-France;Paris;Paris;62  rue Henry-Farman;2008-02-18;2008-07-31;#Néolithique#Protohistoire;#Peuplement, occupation espace;fouille
851231,054;6683244,044;Bourgogne;Côte-d'Or;Gevrey-Chambertin;Au-dessus de Bergis;2008-06-09;2008-08-04;#Néolithique#Protohistoire#Antiquité;#Agriculture, élevage#Chasse, pêche, cueillette#Habitats, architecture, édifices#Paysage et environnement#Peuplement, occupation espace#Vie quotidienne, usages;fouille
689484,346;6179186,605;Languedoc-Roussillon;Pyrénées-Orientales;Perpignan;Les nécropoles de Negabous;2008-03-31;2008-08-08;#Protohistoire#Antiquité;;fouille
929875;6922112;Lorraine;Moselle;Thionville;Cour des Capucins - fouille 2008;2008-03-25;2008-09-08;;;fouille
436263;6301108;Aquitaine;Landes;Cazères-sur-l'Adour;Septsos;2008-06-30;2008-09-12;#Paléolithique, Mésolithique#Néolithique;#Industrie, artisanat;fouille
1050152;6842090;Alsace;Bas-Rhin;Strasbourg;4 rue Brûlée;2008-03-26;2008-09-30;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices#Peuplement, occupation espace#Vie quotidienne, usages;fouille
619869;6758479;Centre;Loiret;Orléans;Un sanctuaire antique - ZAC du Clos de la Fontaine;2007-07-02;2008-10-03;#Antiquité#Moyen Âge;;fouille
739530;6825690;Champagne-Ardenne;Aube;La Saulsotte;Le Vieux Bouchy;2008-07-15;2008-10-03;#Néolithique#Protohistoire#Antiquité#Moyen Âge;#Habitats, architecture, édifices#Industrie, artisanat#Organisation sociale et politique#Vie quotidienne, usages;fouille
893092,289;6247219,898;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;25 rue Thubaneau, Jeu de Paume;2008-06-28 00:00:00;2008-10-15 00:00:00;#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
377240;6573622;Poitou-Charentes;Charente-Maritime;L'Houmeau;Monsidun;2008-02-18;2008-10-18;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
892034,951;6247399,557;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Esplanade de la Major ;2008-03-01;2008-11-01;#Néolithique#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
697027,979;7041856,09;Nord-Pas-de-Calais;Pas-de-Calais;Carvin;ZAC de la Gare d'Eau;2008-05-19;2008-11-14;#Néolithique;#Habitats, architecture, édifices;fouille
432602;6713870;Pays de la Loire;Maine-et-Loire;Angers;Rue Saint-Maurille, place du Ralliement;2008-09-23;2008-11-21;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Échange et transport;fouille
434102;6280249;Aquitaine;Landes;Miramont-Sensacq;Cazaou de Luc;2008-09-29;2008-11-21;#Protohistoire#Antiquité;#Cultes et pratiques funéraires;fouille
977408,75;6391208;Provences-Alpes-Côte-d'Azur;Hautes-Alpes;Embrun;Îlot du Théâtre;2007-11-30;2008-12-01;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
770300;6830580;Champagne-Ardenne;Aube;Plancy-l'Abbaye;Lieu-dit Saint-Martin;2008-10-13;2008-12-01;;;fouille
774419,34;6906949,48;Champagne-Ardenne;Marne;Reims;Tracé de la ligne de tramway;2007-07-03;2008-12-02;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat;fouille
440860;6376665;Aquitaine;Gironde;Lignan-de-Bazas;L'Ambrot;2008-10-13;2008-12-19;#Protohistoire#Antiquité#Moderne, Contemporain;#Agriculture, élevage#Habitats, architecture, édifices#Industrie, artisanat;fouille
892034,951;6247399,557;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Esplanade Major;2008-09-11 00:00:00;2008-12-19 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Archéologie des conflits#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
892034,951;6247399,557;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Esplanade de la Major;2008-03-01;2009-01-31;#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
809431,16;6305689,97;Languedoc-Roussillon;Gard;Nîmes;Le quartier Clérisseau;2008-09-08;2009-02-06;#Antiquité#Moyen Âge#Moderne, Contemporain;;fouille
430585;6599773;Poitou-Charentes;Deux-Sèvres;Faye-sur-Ardin;Voie communale n° 16;2008-10-13;2009-02-06;#Protohistoire#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
719878,93;6243819,23;Languedoc-Roussillon;Hérault;Sauvian;La Lesse-Espagnac;2008-11-05;2009-03-03;#Néolithique#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
436330;6303746;Aquitaine;Landes;Le Vignau;Romentère;2009-01-05;2009-04-10;#Néolithique;#Industrie, artisanat;fouille
428439;6268385;Aquitaine;Pyrénées-Atlantiques;Argelos;Labarthe 3;2009-04-06;2009-05-07;#Protohistoire#Antiquité#Moderne, Contemporain;#Agriculture, élevage#Industrie, artisanat;fouille
429646;6268080;Aquitaine;Pyrénées-Atlantiques;Thèze;Mugain 2;2009-04-06;2009-05-07;#Antiquité;#Agriculture, élevage#Industrie, artisanat;fouille
649019;6846969;Ile-de-France;Essonne;Massy;Rue du Pérou;2009-05-12;2009-05-07;#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain;#Peuplement, occupation espace;fouille
775190;6905540;Champagne-Ardenne;Marne;Reims;Bd Docteur Henri Henrot, rue Folle Peine et rue des Moulins (ZAC du vieux Port);2007-11-19;2009-05-09;#Protohistoire#Antiquité#Moyen Âge;#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat;fouille
565700;6933300;Haute-Normandie;Seine-Maritime;Isneauville;Une ferme gauloise puis gallo-romaine;2009-01-06;2009-05-18;#Protohistoire#Antiquité#Moyen Âge;;fouille
666837,371;6860909,645;Ile-de-France;Seine-Saint-Denis;Noisy-le-Grand;4 rue des Mastraits - Nécropole du haut Moyen Âge;2008-10-27;2009-05-25;#Moyen Âge;;fouille
791634;6509824;Rhône-Alpes;Loire;Chambéon;Chambéon - Magneux 3500 d'occupation dans la plaine du Forez;2008-06-02;2009-05-29;#Protohistoire#Antiquité;;fouille
555565;6537254;Limousin;Haute-Vienne;Saint-Gence;La Gagnerie;2009-04-06;2009-06-05;#Protohistoire;#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages;fouille
327212;6651240;Pays de la Loire;Vendée;Sallertaine;La Caillaudière;2008-10-20;2009-06-20;#Antiquité;;fouille
775190;6905540;Champagne-Ardenne;Marne;Reims;Boulevard Henri-Henrot (ZAC du Vieux Port);2008-06-01;2009-07-10;#Antiquité#Moderne, Contemporain;#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat;fouille
894518,425;6688043,285;Franche-Comté;Jura;Dammartin-Marpain;Des chasseurs-cueilleurs en Franche-Comté;2008-10-09;2009-07-10;#Néolithique;;fouille
423191;6504475;Poitou-Charentes;Charente-Maritime;Pons;Avenue de Versailles;2009-02-16;2009-07-10;#Protohistoire;;fouille
430962;6328089;Aquitaine;Landes;Pouydesseaux;Loustalet;2009-04-20;2009-07-10;#Protohistoire;#Cultes et pratiques funéraires;fouille
716365,6;6519854,3;Auvergne;Puy-de-Dôme;Lempdes;ZAC de la Fontanille II;2008-11-17;2009-07-17;#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
602730;6471186;Limousin;Corrèze;Naves;Les Arènes de Tintignac - fouille 2009;2009-07-06;2009-07-31;#Antiquité;#Cultes et pratiques funéraires;fouille
832367;6529560;Rhône-Alpes;Rhône;Fleurieux-sur-l'Arbresle;Une ferme antique à Fleurieux-sur-l'Arbresle;2009-04-20;2009-08-12;#Antiquité;#Habitats, architecture, édifices;fouille
512272;6286513;Midi-Pyrénées;Gers;Lahitte;Soulan de Lasserre-Cabanery;2009-06-15;2009-08-28;#Moyen Âge;#Cultes et pratiques funéraires;fouille
897500;6780700;Lorraine;Vosges;Damblain;Cap Vosges;2008-05-13;2009-08-30;#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
931710;6895140;Lorraine;Moselle;Metz;Îlot Sainte-Chrétienne - fouille 2009;2009-02-01;2009-09-30;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
931710;6895140;Lorraine;Moselle;Metz;Sainte Chrétienne;2009-02-01 00:00:00;2009-09-30 00:00:00;#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
747660,087;6946026,63;Picardie;Aisne;Laon;Pôle d'activités du Griffon  tranche 1B;2009-06-02;2009-10-02;#Protohistoire;#Cultes et pratiques funéraires;fouille
787119,67;6468150,111;Auvergne;Haute-Loire;Bas-en-Basset;Occupations de La Tène finale et de l'époque gallo-romaine;2009-09-08;2009-10-02;#Protohistoire#Antiquité;#Habitats, architecture, édifices;fouille
1033400,15;6284487,43;Provences-Alpes-Côte-d'Azur;Alpes Maritimes;Antibes;Place Mariéjol - fouille 2009;2009-09-07;2009-10-09;;;fouille
671197;6830668;Ile-de-France;Seine-et-Marne;Cesson;La Plaine du Moulin à Vent - fouille 2009;2009-06-15;2009-10-15;;;fouille
744565;6825930;Champagne-Ardenne;Aube;Pont-sur-Seine;Pont sur Seine - Haut de Launoy;2009-09-10;2009-10-30;#Néolithique;#Habitats, architecture, édifices;fouille
912175,18;6234379,05;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;La Ciotat;Îlot Saint-Jacques;2009-03-00;2009-11-00;#Moderne, Contemporain;#Cultes et pratiques funéraires;fouille
365474;6780650;Bretagne;Ille-et-Vilaine;Châteaugiron;ZAC de La Perdriotais - Une longue occupation rurale aux origines de Châteaugiron;2008-05-01;2009-11-01;#Protohistoire#Antiquité#Moyen Âge;;fouille
650950,92;6237093,29;Languedoc-Roussillon;Aude;Carcassonne;Lo Badarel;2009-07-06;2009-11-09;#Néolithique#Antiquité;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Sciences et méthodes de l'archéologie#Paysage et environnement;fouille
658893;6875686;Ile-de-France;Val-d'Oise;Gonesse;Cours Baleine, ZAC entrée sud II;2009-09-07;2009-11-15;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Agriculture, élevage#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Paysage et environnement#Organisation sociale et politique#Peuplement, occupation espace#Vie quotidienne, usages;fouille
759472;6278998;Languedoc-Roussillon;Hérault;Murviel-lès-Montpellier;9 bis route de Bel-Air;2009-11-16;2009-12-11;#Antiquité;#Habitats, architecture, édifices#Paysage et environnement;fouille
647755;6495588;Limousin;Corrèze;Ussel;Le Theil;2009-11-15;2009-12-15;#Antiquité;#Habitats, architecture, édifices;fouille
849595,301;6694498,313;Bourgogne;Côte-d'Or;Plombières-lès-Dijon;La Peute Combe;2009-05-04;2009-12-24;;;fouille
1037695,217;6855232,802;Alsace;Bas-Rhin;Gougenheim;D'exceptionnelles sépultures du Néolithique récent;2000-08-01;2009-12-31;#Néolithique;#Cultes et pratiques funéraires;fouille
701808,015;7052582,06;Nord-Pas-de-Calais;Nord;Noyelles-lès-Seclin;Une agglomération gallo-romaine atypique à Noyelles-lez-Seclin;2009-11-16;2010-01-01;#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
892383,174;6247227,271;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Hôtel Dieu 6 Place Daviel II;2010-02-28;2010-01-01;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
1192724,73;6082076,67;Corse;Corse-du-Sud;Propriano;Quattrina - Aux origines de la Corse chrétienne, les églises oubliées de Propriano;2009-09-15;2010-01-08;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
618679;6756041;Centre;Loiret;Orléans;ZAC Bourgogne;2010-01-10;2010-02-10;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
618457;6756383;Centre;Loiret;Orléans;Deuxième ligne de tramway, place de l'Étape;2009-11-16;2010-03-26;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
380287;6570496;Poitou-Charentes;Charente-Maritime;La Rochelle;Hôpital protestant, rue du Docteur Schweitzer;2009-11-29;2010-03-26;#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
985704;6711917;Franche-Comté;Doubs;Mandeure;Rue du Théâtre;2010-03-01;2010-03-31;#Antiquité;#Cultes et pratiques funéraires#Paysage et environnement#Organisation sociale et politique#Peuplement, occupation espace;fouille
694149;6970761;Picardie;Somme;Cizancourt;La Sole des Galets et Vallée Madeleine;2010-03-08 00:00:00;2010-04-02 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport#Peuplement, occupation espace;fouille
508067;6318471;Midi-Pyrénées;Gers;Lectoure;Estoube;2010-02-16;2010-04-09;#Protohistoire#Antiquité;#Habitats, architecture, édifices;fouille
617991;6756227;Centre;Loiret;Orléans;Deuxième ligne de tramway, place de Gaulle;2009-11-16;2010-04-23;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Archéologie des conflits#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
607044;6797389;Centre;Eure-et-Loir;Ymonville;Les Hyèbles 2;2009-07-04;2010-04-30;#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
607044;6797389;Centre;Eure-et-Loir;Ymonville;Les Hyèbles;2009-07-04;2010-04-30;#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
706331,35;6519499,4;Auvergne;Puy-de-Dôme;Clermont-Ferrand;Carré Jaude 2 - extension 2010;2010-02-03;2010-04-30;#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
685667;6859850;Ile-de-France;Seine-et-Marne;Bailly-Romainvilliers;Le Prieuré;2010-03-05;2010-05-07;;;fouille
1044768,201;6853679,893;Alsace;Bas-Rhin;Eckwersheim;De l'âge du Bronze à l'époque mérovingienne;2010-03-01;2010-05-12;#Protohistoire#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
667814,406;6580072,463;Auvergne;Allier;Montluçon;Les Hauts de Buffon;2010-02-10;2010-06-07;#Paléolithique, Mésolithique#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
639260,556;6852054,634;Ile-de-France;Yvelines;Jouy-en-Josas;Domaine du Montcel;2010-05-31 00:00:00;2010-06-10 00:00:00;#Moderne, Contemporain;#Arts, biens de prestige;fouille
601175;6797424;Centre;Eure-et-Loir;Prasville;Rougemont;2010-04-20;2010-06-11;#Néolithique#Antiquité;#Agriculture, élevage#Habitats, architecture, édifices;fouille
708751;7013749;Nord-Pas-de-Calais;Pas-de-Calais;Sauchy-Lestrée;Le Grotin;2010-05-04 00:00:00;2010-06-15 00:00:00;#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
694135;6971462;Picardie;Somme;Cizancourt;La Sole des Galets;2010-03-15 00:00:00;2010-06-16 00:00:00;#Protohistoire#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
709724;7016163;Nord-Pas-de-Calais;Pas-de-Calais;Oisy-le-Verger;Le Pont d'Epinoy;2010-05-04 00:00:00;2010-06-18 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport;fouille
708722;7013519;Nord-Pas-de-Calais;Pas-de-Calais;Sauchy-Lestrée;Le Prunier;2010-05-19 00:00:00;2010-06-18 00:00:00;#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
601085;6639225;Centre;Indre;Déols;ZAC de Grandéols;2010-03-30;2010-06-30;#Protohistoire;#Habitats, architecture, édifices#Industrie, artisanat;fouille
692820;6185900;Languedoc-Roussillon;Pyrénées-Orientales;Claira;Route du  Barcarès;2010-11-30;2010-06-30;#Antiquité;#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages;fouille
708686;7013009;Nord-Pas-de-Calais;Pas-de-Calais;Sauchy-Lestrée;Le Mont des Trois Pensées;2010-05-11 00:00:00;2010-06-30 00:00:00;#Néolithique#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
641889;6845999;Ile-de-France;Essonne;Palaiseau;Campus de l'École polytechnique;2010-04-02;2010-07-02;#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain;#Agriculture, élevage#Habitats, architecture, édifices#Industrie, artisanat#Sciences et méthodes de l'archéologie#Vie quotidienne, usages;fouille
694073;6972156;Picardie;Somme;Saint-Christ-Briost;La Terrière;2010-06-21 00:00:00;2010-07-02 00:00:00;#Protohistoire;#Habitats, architecture, édifices;fouille
709525;7015663;Nord-Pas-de-Calais;Pas-de-Calais;Oisy-le-Verger;Le Bois de Bloquières;2010-06-21 00:00:00;2010-07-02 00:00:00;#Protohistoire;#Cultes et pratiques funéraires;fouille
644076;6787042;Centre;Loiret;Pithiviers;Bois Médor et Vieux Chemin d'Étampes;2010-05-05;2010-07-06;;;fouille
918602,64;6376785,8;Provences-Alpes-Côte-d'Azur;Hautes-Alpes;La Bâtie-Montsaléon;Plaine de Lachaup;2010-05-17;2010-07-13;#Antiquité;#Habitats, architecture, édifices;fouille
678311,338;6864305,229;Ile-de-France;Seine-et-Marne;Lagny-sur-Marne;9 rue Gambetta;2010-03-22 00:00:00;2010-07-13 00:00:00;#Moyen Âge#Moderne, Contemporain;#Échange et transport#Habitats, architecture, édifices;fouille
640968;6784752;Centre;Loiret;Pithiviers-le-Vieil;Les Jardins du Bourg;2009-09-09;2010-07-16;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
524665,49;6701829,7;Centre;Indre-et-Loire;Tours;Clinique des Dames Blanches;2010-05-03;2010-07-23;#Antiquité#Moyen Âge#Moderne, Contemporain;#Échange et transport#Habitats, architecture, édifices#Paysage et environnement#Peuplement, occupation espace;fouille
978800;6869900;Lorraine;Moselle;Bassing;La Tête d'Or;2010-03-01;2010-07-31;#Protohistoire#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
774180,79;6275662,48;Languedoc-Roussillon;Hérault;Lattes;La Courgoulude;2010-04-02;2010-08-10;#Protohistoire;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Organisation sociale et politique;fouille
707538;7010015;Nord-Pas-de-Calais;Pas-de-Calais;Bourlon;La Maladrerie;2010-05-10 00:00:00;2010-08-13 00:00:00;#Protohistoire#Antiquité#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
657833;6874469;Ile-de-France;Val-d'Oise;Bonneuil-en-France;La Fontaine Plamond, aéroport du Bourget phase 1;2010-04-26;2010-09-03;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Agriculture, élevage#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Sciences et méthodes de l'archéologie#Paysage et environnement#Organisation sociale et politique#Peuplement, occupation espace#Vie quotidienne, usages;fouille
708250,749;7011455,227;Nord-Pas-de-Calais;Pas-de-Calais;Marquion;L'Épine;2010-05-03 00:00:00;2010-09-03;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport;fouille
933595;6849162;Lorraine;Meurthe-et-Moselle;Nancy;Berger-Levrault;2010-03-01;2010-09-17;;;fouille
706571;7008680;Nord-Pas-de-Calais;Pas-de-Calais;Sains-lès-Marquion;Le Dièvre;2010-08-17 00:00:00;2010-09-17 00:00:00;#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
431843;6713374;Pays de la Loire;Maine-et-Loire;Angers;Clinique Saint-Louis;2010-11-03;2010-09-30;#Antiquité;#Cultes et pratiques funéraires;fouille
891888,782;6247214,58;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Consigne sanitaire;2010-09-29 00:00:00;2010-10-07 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Industrie, artisanat;fouille
599165;6805175;Centre;Eure-et-Loir;Allonnes;La Petite Contrée, secteur 3;2010-08-16;2010-10-08;#Néolithique#Protohistoire#Antiquité;#Agriculture, élevage#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
698494;6988447;Picardie;Somme;Moislains;Au Petit Chemin de Nurlu;2010-08-09 00:00:00;2010-10-08 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
717720;6249950;Languedoc-Roussillon;Hérault;Béziers;27-29 rue Kléber;2010-09-13;2010-10-19;#Antiquité;#Vie quotidienne, usages;fouille
693957;6973784;Picardie;Somme;Saint-Christ-Briost;Les Dix-Huit;2010-06-28 00:00:00;2010-10-29 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
700013;6991908;Picardie;Somme;Étricourt-Manancourt;Les Seize et Le Fond de Manancourt;2010-08-23 00:00:00;2010-11-10 00:00:00;#Paléolithique, Mésolithique#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
695764;6960006;Picardie;Somme;Breuil;Sole de l'Epinette, Sole du Bois Marotte et Sole de la Voie de Quiquery;2010-09-06 00:00:00te;2010-11-17 00:00:00;#Néolithique#Protohistoire;#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat;fouille
672118,57;7047140,53;Nord-Pas-de-Calais;Pas-de-Calais;Fouquereuil;Rue du Marais;2010-08-02;2010-12-03;#Protohistoire#Antiquité;#Cultes et pratiques funéraires;fouille
597972,52;6806406,088;Centre;Eure-et-Loir;Prunay-le-Gillon;Les Carreaux;2010-09-20 00:00:00;2010-12-09 00:00:00;#Néolithique#Protohistoire#Moderne, Contemporain;#Agriculture, élevage#Sciences et méthodes de l'archéologie#Peuplement, occupation espace#Vie quotidienne, usages;fouille
553146;6534579;Limousin;Haute-Vienne;Veyrac;Le Petit Moulin;;2010-12-13;#Protohistoire#Moyen Âge;#Habitats, architecture, édifices#Industrie, artisanat#Organisation sociale et politique;fouille
694048;6972677;Picardie;Somme;Saint-Christ-Briost;Bois de Briost et Sole d'Happlincourt;2010-08-17 00:00:00;2010-12-17 00:00:00;#Néolithique;#Habitats, architecture, édifices;fouille
705300;7002552;Nord-Pas-de-Calais;Pas-de-Calais;Havrincourt;Les Bosquets;2010-09-27 00:00:00;2010-12-17 00:00:00;#Paléolithique, Mésolithique;#Peuplement, occupation espace;fouille
693332;6983728;Picardie;Somme;Allaines;Les Quatre Journaux et Parc de l'Orgibet;2010-10-11 00:00:00;2010-12-24 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
696804;6956263;Picardie;Somme;Ercheu;Au Chemin de Ham et Le Champs d'Artois;2010-10-11 00:00:00;2010-12-24 00:00:00;#Néolithique#Protohistoire#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
892197,771;6247262,564;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Place du Refuge;2010-09-06 00:00:00;2011-01-21 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
1032709,34;6286546,55;Provences-Alpes-Côte-d'Azur;Alpes Maritimes;Antibes;64 avenue de Nice;2010-11-29 00:00:00;2011-01-21 00:00:00;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Échange et transport#Paysage et environnement;fouille
837160;6379174;Rhône-Alpes;Drôme;Châteauneuf-du-Rhône;Le Grand Palais  Les Résidences du Ponant;2010-11-15 00:00:00;2011-02-04 00:00:00;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Agriculture, élevage#Paysage et environnement;fouille
657669,47;6666795,414;Centre;Cher;Saint-Germain-du-Puy;Le Grand Pacage;2011-03-10 00:00:00;2011-03-30 00:00:00;#Protohistoire;#Cultes et pratiques funéraires;fouille
679457,42;6864446,514;Ile-de-France;Seine-et-Marne;Lagny-sur-Marne;19-25 Avenue Grouard;2010-11-01;2011-05-01;#Moyen Âge;#Cultes et pratiques funéraires;fouille
693315,8125;6979116,5;Picardie;Somme;Barleux;La Croisette et Sole du Bois de Marc;2011-04-11 00:00:00;2011-06-03 00:00:00;#Protohistoire;#Habitats, architecture, édifices#Industrie, artisanat;fouille
431475;6803310;Pays de la Loire;Mayenne;Moulay;Oppidum - RN12;2009-11-02 00:00:00;2011-06-24 00:00:00;#Protohistoire#Antiquité;#Habitats, architecture, édifices#Industrie, artisanat#Sciences et méthodes de l'archéologie#Organisation sociale et politique#Peuplement, occupation espace;fouille
598256,54;6760205,908;Centre;Loiret;Épieds-en-Beauce;Les Chantaupiaux;2011-03-07 00:00:00;2011-08-26 00:00:00;#Protohistoire#Antiquité#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
